素材名称,素材内容,素材类型,素材ID,消耗,展示数,平均千次展现费用(元),点击数,点击率%,平均点击单价(元),转化数,平均转化成本,转化率%,深度转化数,深度转化成本,深度转化率%
0714-引流-魏怡-5.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJ%2FqKJrgHeKqfAUbb59jXOQpDwZlkqAsJPHqEIeZ0jhOmUuud2eSMTAHTSYax1lJA4oktGwDc9uJhf3MuebD6tQ3rUUkBwfgbGBhiwFx5mHysTSXeAQ9yTGol9AWkUSVWyVZw1y83Mde6Z%2BJoXpJnQBN6saSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA8G4FhI%3D,竖版视频,7.66E+18,159.3,"3,138",50.76,84,2.68%,1.9,8,19.91,9.52%,0,0,0.00%
-,后悔才知道！高中学霸笔记竟然这么简单，原来是这样学的！点击领取电子版～,标题,7.66E+18,97.92,"2,014",48.62,54,2.68%,1.81,7,13.99,12.96%,0,0,0.00%
-,高中别盲目刷题！这套学霸笔记才是重点，点击链接领取电子版！,标题,7.66E+18,92.19,"3,041",30.32,152,5.00%,0.61,5,18.44,3.29%,0,0,0.00%
0714瑞晨引流修改-15.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJFCnce%2F8D2Z0RY2gOP%2Fp%2BdTLDrkVvjJwp3sQw2qpVAc9fO7z3zhKNtv8MEnu5SlxGGwG0KB5nYsKen9MSawDCT4vkjfHHWa1H%2FO%2B68UM64f9YkEKA3sHxDV9TShdMMwyBG5i9TBKABuq69s85AdgSu8eoaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAzr%2FlpA%3D,竖版视频,7.66E+18,76.75,"2,769",27.72,141,5.09%,0.54,3,25.58,2.13%,0,0,0.00%
0708-引导-嘉丽-4.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnLPC6YfNA3G3bx21FNJ2Qrcpo13Q4RryXnxWr%2F9O6Es85DrNn%2BGZs5gTo6t0y0LUDwi9Lajvn1K5g95mihjt1Tmu9QQoiSm3vj6%2FgFC2cGoCvmZl1n6VOLppc%2FSXQh2jcaVKNhOm1piCxLtjjH6sf2uQAEaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA%2F8AubM%3D,竖版视频,7.66E+18,74.94,"3,302",22.7,54,1.64%,1.39,5,14.99,9.26%,0,0,0.00%
-,本地高中生学习方法，刷到就是赚到，点击链接免费领取电子版！,标题,7.66E+18,63.48,"1,203",52.77,30,2.49%,2.12,1,63.48,3.33%,0,0,0.00%
-,高二高三成绩第一的秘诀，没有计划的直接抄；点击链接领取学霸笔记！,标题,7.66E+18,58.06,"2,751",21.11,31,1.13%,1.87,3,19.35,9.68%,0,0,0.00%
0714-引导-嘉丽-2.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKSGXbL5TbmUI56tJI7%2BxCgY3yYncstxUHUtfZuTuOLjz0vHxdhLeZijKo2LW0ZV2JRYTa5Yied7%2Bk5elkgSCyCp7RfxL%2F13zAYgL9KIjwuWc5femlIjMRTT6mTj%2FE840Q9RH4TpWdyrUaG3EEWVRJAwjoaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA9p03Js%3D,竖版视频,7.66E+18,45.73,"1,075",42.54,21,1.95%,2.18,4,11.43,19.05%,0,0,0.00%
-,高中注意了！高中全科学霸笔记，助力高效提分，点击链接领取电子版！,标题,7.66E+18,44.57,"1,065",41.85,21,1.97%,2.12,4,11.14,19.05%,0,0,0.00%
-,刷到就赚到了！高中全科笔记，点击链接就可以，快来领取吧！,标题,7.66E+18,34.4,777,44.27,21,2.70%,1.64,1,34.4,4.76%,0,0,0.00%
-,高分提分学霸笔记，刷到就是赚到～点击链接领取专属资料！,标题,7.66E+18,30.89,480,64.35,10,2.08%,3.09,1,30.89,10.00%,0,0,0.00%
0715瑞晨引流修改-4.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnK%2BLqrvpcDbFBgYmC5h3kRS47tyoMQHJ5eWDdVRwOCn7IE8yezxy1cx3fmhOkiDraqmXD12R8hSxyaLWsfpi%2BzfMneYR4fybLi0DclHNETPsZqNQkhIgnzXQzjJYdB6%2FSFMAFGs23Jwni4LBFBw3C%2FPZvoaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAyq%2BoJY%3D,竖版视频,7.66E+18,28.07,859,32.68,34,3.96%,0.83,4,7.02,11.76%,0,0,0.00%
0714-引导-嘉丽-1.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnLNB%2BM4yZBkQUjfRkN5BLq8V%2FOVcLZjNyNgM3Je%2Bm0gxUAT%2Bc2%2F6FKU5a%2FM%2BjMta8hlmzGCcoXk6pDYkkuKXr9dqTjZs3LUeMqqC2njjTBN8K5X%2FqbaedkumNuLS3AwgrUiLRHcNVShdCUG318dChsk0b0aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA5gvLtk%3D,竖版视频,7.66E+18,26.18,648,40.4,20,3.09%,1.31,1,26.18,5.00%,0,0,0.00%
0715瑞晨引流修改-3.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKSw%2BSaOUH2p9dRfLxMS%2BKma9aZqXMivHlovzQwqn5wOlo2%2BNM7bIzEPd66waTb72mDFs5JOcDN98Mw5DhyxlXhmb6TrUn%2BSz4yS%2BhXGSNv3w22p90uMsZD%2Fw6B5KZCO60DfmKYqODNcehf%2B8tKfYSDDScaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA%2F5GWOw%3D,竖版视频,7.66E+18,25.84,615,42.02,21,3.41%,1.23,0,0,0.00%,0,0,0.00%
0714-引导-小敏-2.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJUIX8JpNsikuA6aESlG%2BwnEhtcrY%2F5ghyQ%2BmyHr7%2Fj%2BzH8vU4T4WBEJHTLqRw8YDooIc5E4%2FnsCYEQBLmDocwMK6YnjNJrzp1WTb5mXSK36I0DQWLVIle0o91U0e3sHg3ZH54SZDqk%2BGHuEBl%2BWQBgpEQaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA9wTtC4%3D,竖版视频,7.66E+18,11.43,209,54.69,6,2.87%,1.91,0,0,0.00%,0,0,0.00%
-,AIGC动态创意素材暂不支持预览内容,竖版视频,7.66E+18,9.5,376,25.27,8,2.13%,1.19,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-11.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKswNvxXXJjmAp3l9tHehCSHRtQATBleN6fedpcEoWhdmzI5lDEZi68QbITwNtdZNWfgaGKG0p9uP5YeHeEedrtGYjOzO%2FeEPgMQv3xBUfhUKJ9chXJIkVcluIQAAe00%2FzYk9%2FeAg1Rg4gnPYvnmax19FcaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAys1NPw%3D,竖版视频,7.66E+18,8.48,172,49.3,4,2.33%,2.12,1,8.48,25.00%,0,0,0.00%
-,后悔才知道！高中学霸笔记竟然这么简单，原来是这样学的！,标题,7.66E+18,5.6,80,70,4,5.00%,1.4,1,5.6,25.00%,0,0,0.00%
-,高中生的福利来啦！高中全科学霸笔记，助力高效提分,标题,7.66E+18,5.42,124,43.71,5,4.03%,1.08,0,0,0.00%,0,0,0.00%
微信视频2026-07-11_163704_323.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnI1f7465uGXI0V13fIFNTSdq%2FI2qcAiNlD7e4RggYB%2Bra%2F1voV0M0uvz8Ifzsr7q0tLZ%2B%2FMwDtu%2FsqKgAcH0Qu7uM75LWGbE%2FTe4h6FNavKiba%2FLopud0bmKBom3xxQdOgnhVKEqR5XheXzJWynOgmwzXAaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA4nhLoM%3D,横版视频,7.66E+18,4.29,54,79.44,2,3.70%,2.15,0,0,0.00%,0,0,0.00%
0715-引导-小敏-7.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKJVPsAoBSQ25aaNfEMHSGOgWWDapij057u2ID8TV1WRTJwg1%2BB3MhbycBQa3r808LvxFdsXfuDq9vQxiWeBBlIpcbfEHrD9j1xA2kj5NLJDCm%2FVChQ96NlRtMytZFryUK6S%2Bc8ucGPIow98MrQ6PaCi8kaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAzkdpTU%3D,竖版视频,7.66E+18,2.62,12,218.33,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-9.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKRaVWbudxl8NI450P6sUNJK9Q%2Fz6si5Vwvx%2BnGFi6%2BGRt208mc5OjDBD5Y2nLyZUWLGPgzSxObA2nKtd1OHo05IrjrsBG6IrO6yV0uNGPVh3EyXmxJZ1yQor0UJUEJ9RU4nPjUkhxVH6htBPZoohHZReYaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA3cGWsE%3D,竖版视频,7.66E+18,2.56,58,44.14,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-14.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnIdHwI4FUlS0zG9N47get2%2B6Coy7z65wdCmhiObE2FJ2YGtYOSl%2BQ6Yrr0sjDMxcPBIo4VKt%2FcM7X8CLlzSRAVy9bFTtvroDggsejX1NMaSTds61DbBbu2GBAzxS%2BSYOcXU1jVOuggcN7mEwyhmdFjgR80aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA0KsP1k%3D,竖版视频,7.66E+18,2.49,57,43.68,2,3.51%,1.25,0,0,0.00%,0,0,0.00%
微信视频_20260711163647.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJFtktW1tx0FvtU%2FLKW2ZZnraGFr2x9FMROzSZVspQHgX8i9bs0p6SovdTkvmAETevJzq5MtS1de1X20TjhhiqLJ26xuPVXMGeqO%2BrW6zJjbtELx0NA7BuCswYzM1aXhThhVSsVcw7efNniCwbbhdt0J%2FoaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA%2F2Vbd0%3D,横版视频,7.66E+18,2.36,18,131.11,2,11.11%,1.18,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-5.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKHj8SqWSsSrxbISMCPo2vDFFiJ1A66h4cVmHFUj3x5fVOpD7ODSLMrbjQOZptXl2COIXVGjuNfu3idAlm0nRHSvTfEt8xjHjPw%2FtR7Twt2UPf8GsYgH3L47hFXCHZfqOa7GA0GxOY9OFJDPiBHQuvgvI8aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA9mo%2Fks%3D,竖版视频,7.66E+18,2.18,44,49.55,1,2.27%,2.18,0,0,0.00%,0,0,0.00%
0716-引导-小敏-2.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKUMvzhrgvG1%2FHF7LzWqN8F%2F75CkfslZcXwaPZdllMT0x2LzuE5JYH85RKt7tVxoadW5%2Bv15x3SgTEislVyWaaRGz%2FDVhyu1mAacuhAa%2BOZyFpmydheMHkkaUgmfWFYet4KReZcePfhJHnVIHyN7APsgLIaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA8VM2gk%3D,竖版视频,7.66E+18,1.86,11,169.09,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-4.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnIiLZM7nPUy4SrEmnUyXHsUzbG9K9s8iDUPBwzLpCI6oH%2BpItP%2FQ5%2B9bByqW%2Fff7HlZJ7AsOLID7ha0zQ8DqBK6GhyGk2fEb3dxLUag99N9iTs1GvoCvrIQrKnN9bYrlfhTzwF485V3gXLUXq%2BZ7%2Fyj7FUaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAy9OOjI%3D,竖版视频,7.66E+18,1.73,43,40.23,2,4.65%,0.87,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-12.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJXK1SlvpP91heCdti7h4YOOH8TfAWHtYCzhhiFrwXtsPy4PmxLg9AIVtwtRbjI%2BRI3N2DStdBBru1jgXcMX4RGdti1GPPLeZuWpb9VsJcCkRO6y0EcLy4ZblJbX6UBNVcXQrRoc%2BQwXvLkWAAX%2BSZXuNIaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA2XBNFg%3D,竖版视频,7.66E+18,1.14,36,31.67,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-2.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJnepDolNtVZf2vVUhc1MC2KsqkKdNkUc3kDIjhjQOKSt0r%2Fyv1fFF9cSq1PBJnbaF1krfDZSNkMI0EdBENTj7U7TemuIEn1T1EsQJIXhv8oXHMS6Pi1MO5KdEwII6PlIeEr19oOE2tQNBuS%2B%2BwNS%2Fjl6AaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA7u31v0%3D,竖版视频,7.66E+18,1.08,17,63.53,1,5.88%,1.08,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-13.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnLaoNHH0CWZ%2B6c4pLefvXpwjRPDBs3erXIetjBuyAV%2Ftiw9If%2B8Gcim2W5hbGEdTK6VR7y9zQuithtvUeqs1zj4fgsAbo89HL5KdrZp0gIXbwkWlS0umBdLXZm%2Fc83Haf1kRslDlQTTGx8EXC7x%2BSvtkacaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAwruris%3D,竖版视频,7.66E+18,1,36,27.78,0,0.00%,0,0,0,0.00%,0,0,0.00%
0716-引流-魏怡-8.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnK3DxXv5mMlqqTMgBgxzZUbDVlBZIZkzTQyeN0MUf3ElZ5kqES1yNGpbVOyCGF2Oh6iAih7YkYXKdF0WQLYlMvbhUxzKsJIldntQzz9JFZlTDe%2F2DpyeyQOK6zOeOINOdXaO%2BjmPEUHJH0q9BB095I3bFkaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAyGPZwo%3D,竖版视频,7.66E+18,0.82,16,51.25,0,0.00%,0,0,0,0.00%,0,0,0.00%
0715-引流-魏怡-4.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnLpPgHQcucm3DbiYtbZosjYcr1mTbe3xvQhUSehkSPV9KRYyvK5SgN%2Fz0SQv75e%2B41de3jcnNqNWNQ42X3wowJn8Di8%2BrBr6%2FBQt8RtlxZPBG97aXrBMsFb6d6aP4XcRQcLHhVdtL24mgeRJ%2B1zQoty%2Fr0aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA2wxoMY%3D,竖版视频,7.66E+18,0.75,11,68.18,2,18.18%,0.38,1,0.75,50.00%,0,0,0.00%
0715-引流-魏怡-7.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnK4kKHgCaeFykZ5zjoXtqeFnSSftWZzzGONmgBWLpWI4JBfb1TB1lP05PcFsO%2BYbGCgjmFiw7g6FLId2JVmpTv1mpcFRKP852wW%2BHn4i%2BA%2BQxU9mQHpa5RJdR0MxP6J35riQ9aHRsRulyPqPrIAd8ufXc0aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAxoWiLU%3D,竖版视频,7.66E+18,0.72,20,36,0,0.00%,0,0,0,0.00%,0,0,0.00%
0716-引流-魏怡-9.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnIJRV2CffvAjSotboJIgKwwciqCPhqZI8MISs93JX769f13OsdRrL3r7UpvtEMOoqHoY4lVPALbFh%2BAiUqlkq6pa6aDRBRw2cxw2flTO5LROw7%2BK6e9nJ0zOhQhTsj3JewhcRIVZXNKwZOX%2BaFcCboOtusaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA8ou7OQ%3D,竖版视频,7.66E+18,0.71,9,78.89,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-3.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnLZ5G8%2BU6McGeCE6MnTcrhWMOKIOSClPv3iDRAbstgBgMQemfdSxB%2B2aLEJMCMGYc%2F5M47pnL2KgW5Lz7O6vTSH9wxF%2FHLhdp9j3oGVM1tX1BFIvlzt7UG2cFQigDD4f3jwdvY32Cdy9NjydX1fCbtF%2BK0aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA0xnpUM%3D,竖版视频,7.66E+18,0.68,19,35.79,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-引导-雅迪-1-改.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnIkrauWBenXpc9e8gAL0ody13hYWXASq6iWAuAc0jAl4Uee4g4cLHEiFm8Qwxa8iHpyr4UkLXTNEAWapm96E1R%2Bwxj73bk9RkacKaTDYD5ahBJdRZH6r9%2B2z9um9W5Lx70wUFy2jdCHWN2FGooSxerr0goaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAzwtPQ0%3D,竖版视频,7.66E+18,0.67,16,41.88,1,6.25%,0.67,0,0,0.00%,0,0,0.00%
0714-引导-雅迪-2-改.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnINwFe6bcfNo4do%2Bg72CjTfz6X7AS5s7xyChqtITHTLLHyI49MXWIIVsj27%2FBYptxSJ%2FR9fxLZyQzRsZ%2BMo0HAv7XeAytp3mlqsJLDwbjyhj2VekCxuU4GyA3MDnQ8MIVi3JMVjCQTglWOr05NX3NUSiP0aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAwzIJMA%3D,竖版视频,7.66E+18,0.65,12,54.17,0,0.00%,0,0,0,0.00%,0,0,0.00%
0716-引流-魏怡-1.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnLyWg%2FNVOWhps1Jsfa2RrkyMGoop0nEan%2FWTZFt7xDbIG84k8sAeUqA1kXOPQz7eYsAPaOOKMyUIdXy8OxEuLNwbFO0m%2BdJ4hcqaYcwZcWvEIXKxCtrAuPEwhtrwGTVkwqg3nCGMi6Svq1ERkNOV2A1UHwaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA%2BOjSlc%3D,竖版视频,7.66E+18,0.62,21,29.52,0,0.00%,0,0,0,0.00%,0,0,0.00%
0716-引流-魏怡-2.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKUpizhRdHV5Z3RXTi1XkI%2Fk%2F69lHNX0jHl%2FcMjKQy5GQOX6uGlv0PvFYxoTRd2nCaVRZmQRQeHJtDObmfESyOmubiOJnvvhbkCgXBysaHvLb03w6Bim7hOYOqK%2Fzdw2PBYSqW0tHLcgq3fq2vpf4GR6HAaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA2Kv%2FOE%3D,竖版视频,7.66E+18,0.6,15,40,1,6.67%,0.6,0,0,0.00%,0,0,0.00%
0715-引流-魏怡-9.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnLZonKCWXpci2TVZjHPBkpFBRffgIRpllm7iVoi%2FFDxUh4BvqmEca0xkbOeJkq6tTuCSFnBWAkUMn1ztszfLEWTk5iwophzCqyMeAh4ZVNlmGEMCN8uDUR01MJxi7yVapOIcB%2B91UH4KdJAg9YR%2FaAIblwaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAyO0zTA%3D,竖版视频,7.66E+18,0.58,10,58,0,0.00%,0,0,0,0.00%,0,0,0.00%
0716-引流-魏怡-5.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJJ%2BDgqhr8HhgLYcUK7i9L%2FsSjMuPdFi5U9PBObGjT21pu01aQn2Y8xtLJqX122UZex6zHPbEWBfDnhM5V3ASvjH5aWf%2BWbmR%2BLiShr5H4YFwqQ1pz0A6G9v8uPr2WfNV%2BzaXWdo5oM1b%2FaEFmz%2BGUEKsgaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA0tqni0%3D,竖版视频,7.66E+18,0.55,24,22.92,1,4.17%,0.55,0,0,0.00%,0,0,0.00%
0716-浩正引导-1.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJ0xT487DbBTtAJmqgBPnTnXgR5b4k%2Bou%2F5FMFWBONdDRURxB5AB4rFz9xpRs%2BiKtrZljxI%2B9hmj6feAGZmJyD1QaA7%2B4Vj0SSd97rihBz%2FSnfw9xLfQHY64jL9a70n%2Fv0H1R%2Fj8hJX%2FamJPScLmX4CxscaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA67gkZQ%3D,横版视频,7.66E+18,0.54,16,33.75,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-6.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnJ2nLYrcJxS9Xt51RNyuYATgodE1RioCTskLAB7pisjrINcfN0tEP%2F2lbot4L%2FRKYsZo%2BUQ4ee9cejHhVEIXrRLxlnX254CNZ4ji9%2F%2Bxsn%2BTzY8MH2Wnt7VKunZ%2FNaed826VJhn6BfJUpaEal676KRKCC4aSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA%2FpkHR8%3D,竖版视频,7.66E+18,0.51,6,85,0,0.00%,0,0,0,0.00%,0,0,0.00%
0715-引流-魏怡-5.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnIlr6q8LcCsTPzgdDxdBjoPdnpKHIRuBZhEJjrR%2FKWyp4xXBRkDT9IgnILIVYChjkKkrH9bpIr3ZIQwcefUeCA5t8XifBjQPSDjQHjKVrL9loRpbSx059vYKvDMe3I1traHVFk%2FHtTx%2BH%2FEiU%2FGK9P%2FXDwaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBAwzRXPw%3D,竖版视频,7.66E+18,0.38,16,23.75,0,0.00%,0,0,0,0.00%,0,0,0.00%
0714-瑞晨引导-1.mp4,https://ad.oceanengine.com/material_center/outer/video_player?token=CnKWP3T6l%2BzL7V2DE8uJG%2FF5UnRNFYQMxii20BaWCzxezTFUo4E37Ts9TS5FbLZ6kG4SJ4oEYQ9JKlhZmLOjThdpeIznyjKxt5F7xVgOa4uOVpDDUB3mtXh73gJPX1skpkfOE66dZNAXTGeG%2BXbI9PVZdhoaSwo8AAAAAAAAAAAAAFCszCTdtdmV8iFuH7Tnv0IUsSB6Jnb%2FNxphcvfQ89eebjl9hbqMpGK8ov%2FM34FrqfzhEL%2BTlw4Yvfeq7g4gASIBA5Bh4bM%3D,竖版视频,7.66E+18,0.25,12,20.83,1,8.33%,0.25,0,0,0.00%,0,0,0.00%
